date,percent_dnskey_queries
2017-12-03,0.0
2017-12-04,0.0
2017-12-05,0.0
2017-12-06,0.0
2017-12-07,0.0
2017-12-08,0.0
2017-12-09,0.0
2017-12-10,0.0
2017-12-11,0.0
2017-12-12,0.0
2017-12-13,0.0
2017-12-14,0.0
2017-12-15,0.0
2017-12-16,0.0
2017-12-17,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,0.0
2017-12-22,0.0
2017-12-23,0.0
2017-12-24,0.0
2017-12-25,0.0
2017-12-26,0.0
2017-12-27,0.0
2017-12-28,0.0
2017-12-29,0.0
2017-12-30,0.0
2017-12-31,0.0
2018-01-01,0.0
2018-01-02,0.0
2018-01-03,0.0
2018-01-04,0.0
2018-01-05,0.0
2018-01-06,0.0
2018-01-07,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-10,0.0
2018-01-11,0.0
2018-01-12,0.0
2018-01-13,0.0
2018-01-14,0.0
2018-01-15,0.0
2018-01-16,0.0
2018-01-17,0.0
2018-01-18,0.0
2018-01-19,0.0
2018-01-20,0.0
2018-01-21,0.0
2018-01-22,0.0
2018-01-23,0.0
2018-01-24,0.0
2018-01-25,0.0
2018-01-26,0.0
2018-01-27,0.0
2018-01-28,0.0
2018-01-29,0.0
2018-01-30,0.0
2018-01-31,0.0
2018-02-01,0.0
2018-02-02,0.0
2018-02-03,0.0
2018-02-04,0.0
2018-02-05,0.0
2018-02-06,0.0
2018-02-07,0.0
2018-02-08,0.0
2018-02-09,0.0
2018-02-10,0.0
2018-02-11,0.0
2018-02-12,0.0
2018-02-13,0.0
2018-02-14,0.0
2018-02-15,0.0
2018-02-16,0.0
2018-02-17,0.0
2018-02-18,0.0
2018-02-19,0.0
2018-02-20,0.0
2018-02-21,0.0
2018-02-22,0.0
2018-02-23,0.0
2018-02-24,0.0
2018-02-25,0.0
2018-02-26,0.0
2018-02-27,0.0
2018-02-28,0.0
2018-03-01,0.0
2018-03-02,0.0
2018-03-03,0.0
2018-03-04,0.0
2018-03-05,0.0
2018-03-06,0.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-09,0.0
2018-03-10,0.0
2018-03-11,0.0
2018-03-12,0.0
2018-03-13,0.0
2018-03-14,0.0
2018-03-15,0.0
2018-03-16,0.0
2018-03-17,0.0
2018-03-18,0.0
2018-03-19,0.0
2018-03-20,0.0
2018-03-21,0.0
2018-03-22,0.0
2018-03-23,0.0
2018-03-24,0.0
2018-03-25,0.0
2018-03-26,0.0
2018-03-27,0.0
2018-03-28,0.0
2018-03-29,0.0
2018-03-30,0.0
2018-03-31,0.0
2018-04-01,0.0
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,0.0
2018-04-05,0.0
2018-04-06,0.0
2018-04-07,0.0
2018-04-08,0.0
2018-04-09,0.0
2018-04-10,0.0
2018-04-11,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-14,0.0
2018-04-15,0.0
2018-04-16,0.0
2018-04-17,0.0
2018-04-18,0.0
2018-04-19,0.0
2018-04-20,0.0
2018-04-21,0.0
2018-04-22,0.0
2018-04-23,0.0
2018-04-24,0.0
2018-04-25,0.0
2018-04-26,0.0
2018-04-27,0.0
2018-04-28,0.0
2018-04-29,0.0
2018-04-30,0.0
2018-05-01,0.0
2018-05-02,0.0
2018-05-03,0.0
2018-05-04,0.0
2018-05-05,0.0
2018-05-06,0.0
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,0.0
2018-05-10,0.0
2018-05-11,0.0
2018-05-12,0.0
2018-05-13,0.0
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,0.0
2018-05-17,0.0
2018-05-18,0.0
2018-05-19,0.0
2018-05-20,0.0
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-24,0.0
2018-05-25,0.0
2018-05-26,0.0
2018-05-27,0.0
2018-05-28,0.0
2018-05-29,0.0
2018-05-30,0.0
2018-05-31,0.0
2018-06-01,0.0
2018-06-02,0.0
2018-06-03,0.0
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,0.0
2018-06-07,0.0
2018-06-08,0.0
2018-06-09,0.0
2018-06-10,0.0
2018-06-11,0.0
2018-06-12,0.0
2018-06-13,0.0
2018-06-14,0.0
2018-06-15,0.0
2018-06-16,0.0
2018-06-17,0.0
2018-06-18,0.0
2018-06-19,0.0
2018-06-20,0.0
2018-06-21,0.0
2018-06-22,0.0
2018-06-23,0.0
2018-06-24,0.0
2018-06-25,0.0
2018-06-26,0.0
2018-06-27,0.0
2018-06-28,0.0
2018-06-29,0.0
2018-06-30,0.0
2018-07-01,0.108943
2018-07-02,0.102871
2018-07-03,0.103206
2018-07-04,0.108954
2018-07-05,0.10307
2018-07-06,0.105223
2018-07-07,0.111281
2018-07-08,0.110396
2018-07-09,0.106037
2018-07-10,0.101777
2018-07-11,0.100267
2018-07-12,0.099578
2018-07-13,0.10148
2018-07-14,0.102105
2018-07-15,0.09905
2018-07-16,0.093647
2018-07-17,0.091376
2018-07-18,0.090651
2018-07-19,0.091864
2018-07-20,0.093416
2018-07-21,0.103504
2018-07-22,0.103255
2018-07-23,0.097061
2018-07-24,0.099828
2018-07-25,0.099326
2018-07-26,0.094425
2018-07-27,0.096557
2018-07-28,0.092964
2018-07-29,0.076961
2018-07-30,0.071603
2018-07-31,0.073585
2018-08-01,0.07395
2018-08-02,0.094044
2018-08-03,0.103741
2018-08-04,0.10386
2018-08-05,0.099359
2018-08-06,0.096537
2018-08-07,0.096705
2018-08-08,0.090435
2018-08-09,0.099169
2018-08-10,0.097661
2018-08-11,0.102785
2018-08-12,0.100361
2018-08-13,0.09748
2018-08-14,0.097456
2018-08-15,0.093762
2018-08-16,0.09323
2018-08-17,0.098847
2018-08-18,0.102447
2018-08-19,0.10281
2018-08-20,0.098831
2018-08-21,0.101987
2018-08-22,0.108319
2018-08-23,0.099786
2018-08-24,0.103663
2018-08-25,0.106711
2018-08-26,0.104455
2018-08-27,0.10025
2018-08-28,0.101608
2018-08-29,0.10356
2018-08-30,0.106005
2018-08-31,0.108309
2018-09-01,0.114094
2018-09-02,0.11148
2018-09-03,0.107432
2018-09-04,0.107519
2018-09-05,0.109929
2018-09-06,0.106649
2018-09-07,0.105487
2018-09-08,0.114453
2018-09-09,0.111357
2018-09-10,0.10959
2018-09-11,0.106158
2018-09-12,0.103272
2018-09-13,0.10277
2018-09-14,0.105138
2018-09-15,0.1106
2018-09-16,0.11261
2018-09-17,0.108939
2018-09-18,0.104124
2018-09-19,0.1093
2018-09-20,0.116269
2018-09-21,0.106483
2018-09-22,0.109896
2018-09-23,0.112015
2018-09-24,0.122958
2018-09-25,0.114991
2018-09-26,0.114721
2018-09-27,0.117706
2018-09-28,0.120026
2018-09-29,0.12351
2018-09-30,0.123584
2018-10-01,0.121403
2018-10-02,0.12406
2018-10-03,0.119009
2018-10-04,0.120196
2018-10-05,0.121596
2018-10-06,0.124062
2018-10-07,0.127585
2018-10-08,0.126857
2018-10-09,0.121247
2018-10-10,0.117224
2018-10-11,0.13265
2018-10-12,0.264414
2018-10-13,0.396484
2018-10-14,0.54712
2018-10-15,0.640619
2018-10-16,0.583928
2018-10-17,0.533221
2018-10-18,0.555386
2018-10-19,0.526365
2018-10-20,0.52944
2018-10-21,0.602465
2018-10-22,0.609417
2018-10-23,0.571655
2018-10-24,0.585646
2018-10-25,0.592931
2018-10-26,0.575809
2018-10-27,0.614105
2018-10-28,0.666728
2018-10-29,0.609287
2018-10-30,0.588208
2018-10-31,0.583636
2018-11-01,0.621145
2018-11-02,0.578839
2018-11-03,0.623167
2018-11-04,0.630478
2018-11-05,0.6224
2018-11-06,0.600667
2018-11-07,0.593839
2018-11-08,0.590331
2018-11-09,0.577595
2018-11-10,0.628752
2018-11-11,0.682261
2018-11-12,0.679919
2018-11-13,0.600512
2018-11-14,0.577063
2018-11-15,0.593742
2018-11-16,0.582224
2018-11-17,0.616601
2018-11-18,0.639233
2018-11-19,0.597182
2018-11-20,0.551182
2018-11-21,0.623523
2018-11-22,0.620156
2018-11-23,0.620394
2018-11-24,0.621612
2018-11-25,0.647599
2018-11-26,0.638276
2018-11-27,0.602894
2018-11-28,0.564097
2018-11-29,0.590024
2018-11-30,0.570384
2018-12-01,0.59504
2018-12-02,0.596174
2018-12-03,0.565363
2018-12-04,0.546183
2018-12-05,0.553014
2018-12-06,0.547693
2018-12-07,0.556865
2018-12-08,0.594806
2018-12-09,0.619295
2018-12-10,0.553487
2018-12-11,0.526617
2018-12-12,0.554201
2018-12-13,0.534735
2018-12-14,0.536946
2018-12-15,0.549262
2018-12-16,0.562485
2018-12-17,0.541035
2018-12-18,0.54828
2018-12-19,0.529905
2018-12-20,0.540332
2018-12-21,0.556433
2018-12-22,0.586776
2018-12-23,0.606582
2018-12-24,0.60695
2018-12-25,0.611861
2018-12-26,0.587188
2018-12-27,0.557169
2018-12-28,0.570991
2018-12-29,0.623986
2018-12-30,0.644185
2018-12-31,0.633515
2019-01-01,0.643883
2019-01-02,0.619594
2019-01-03,0.605825
2019-01-04,0.609717
2019-01-05,0.651624
2019-01-06,0.672441
2019-01-07,0.639769
2019-01-08,0.594584
2019-01-09,0.592107
2019-01-10,0.580134
2019-01-11,0.695801
2019-01-12,2.291416
2019-01-13,2.613933
2019-01-14,2.512041
2019-01-15,2.388977
2019-01-16,2.699596
2019-01-17,2.834381
2019-01-18,2.952245
2019-01-19,3.084182
2019-01-20,3.163486
2019-01-21,2.999428
2019-01-22,3.000384
2019-01-23,3.008037
2019-01-24,3.067297
2019-01-25,3.333458
2019-01-26,3.74094
2019-01-27,3.815766
2019-01-28,3.343838
2019-01-29,3.223223
2019-01-30,3.26991
2019-01-31,3.201724
2019-02-01,3.121491
2019-02-02,3.325629
2019-02-03,3.33335
2019-02-04,3.086352
2019-02-05,3.223067
2019-02-06,3.315862
2019-02-07,3.439679
2019-02-08,3.463271
2019-02-09,3.644005
2019-02-10,3.662739
2019-02-11,3.449727
2019-02-12,3.611413
2019-02-13,3.859811
2019-02-14,3.955418
2019-02-15,4.11614
2019-02-16,4.605043
2019-02-17,4.923389
2019-02-18,4.507004
2019-02-19,4.782503
2019-02-20,4.570285
2019-02-21,4.871285
2019-02-22,4.978124
2019-02-23,5.657279
2019-02-24,5.789082
2019-02-25,5.411566
2019-02-26,5.467063
2019-02-27,6.335244
2019-02-28,7.014975
2019-03-01,7.184075
2019-03-02,7.352469
2019-03-03,7.574045
2019-03-04,7.175372
2019-03-05,7.158785
2019-03-06,7.146134
2019-03-07,7.13993
2019-03-08,7.411081
2019-03-09,7.782531
2019-03-10,7.989085
2019-03-11,8.175712
2019-03-12,8.001023
2019-03-13,7.816021
2019-03-14,7.920738
2019-03-15,8.049568
2019-03-16,8.474845
2019-03-17,8.684202
2019-03-18,7.814921
2019-03-19,7.284965
2019-03-20,7.435713
