date,percent_dnskey_queries
2017-12-03,0.0
2017-12-04,0.0
2017-12-05,0.0
2017-12-06,0.0
2017-12-07,0.0
2017-12-08,0.0
2017-12-09,0.0
2017-12-10,0.0
2017-12-11,0.0
2017-12-12,0.0
2017-12-13,0.0
2017-12-14,0.0
2017-12-15,0.0
2017-12-16,0.0
2017-12-17,0.0
2017-12-18,0.0
2017-12-19,0.0
2017-12-20,0.0
2017-12-21,0.0
2017-12-22,0.0
2017-12-23,0.0
2017-12-24,0.0
2017-12-25,0.0
2017-12-26,0.0
2017-12-27,0.0
2017-12-28,0.0
2017-12-29,0.0
2017-12-30,0.0
2017-12-31,0.0
2018-01-01,0.0
2018-01-02,0.0
2018-01-03,0.0
2018-01-04,0.0
2018-01-05,0.0
2018-01-06,0.0
2018-01-07,0.0
2018-01-08,0.0
2018-01-09,0.0
2018-01-10,0.0
2018-01-11,0.0
2018-01-12,0.0
2018-01-13,0.0
2018-01-14,0.0
2018-01-15,0.0
2018-01-16,0.0
2018-01-17,0.0
2018-01-18,0.0
2018-01-19,0.0
2018-01-20,0.0
2018-01-21,0.0
2018-01-22,0.0
2018-01-23,0.0
2018-01-24,0.0
2018-01-25,0.0
2018-01-26,0.0
2018-01-27,0.0
2018-01-28,0.0
2018-01-29,0.0
2018-01-30,0.0
2018-01-31,0.0
2018-02-01,0.0
2018-02-02,0.0
2018-02-03,0.0
2018-02-04,0.0
2018-02-05,0.0
2018-02-06,0.0
2018-02-07,0.0
2018-02-08,0.0
2018-02-09,0.0
2018-02-10,0.0
2018-02-11,0.0
2018-02-12,0.0
2018-02-13,0.0
2018-02-14,0.0
2018-02-15,0.0
2018-02-16,0.0
2018-02-17,0.0
2018-02-18,0.0
2018-02-19,0.0
2018-02-20,0.0
2018-02-21,0.0
2018-02-22,0.0
2018-02-23,0.0
2018-02-24,0.0
2018-02-25,0.0
2018-02-26,0.0
2018-02-27,0.0
2018-02-28,0.0
2018-03-01,0.0
2018-03-02,0.0
2018-03-03,0.0
2018-03-04,0.0
2018-03-05,0.0
2018-03-06,0.0
2018-03-07,0.0
2018-03-08,0.0
2018-03-09,0.0
2018-03-10,0.0
2018-03-11,0.0
2018-03-12,0.0
2018-03-13,0.0
2018-03-14,0.0
2018-03-15,0.0
2018-03-16,0.0
2018-03-17,0.0
2018-03-18,0.0
2018-03-19,0.0
2018-03-20,0.0
2018-03-21,0.0
2018-03-22,0.0
2018-03-23,0.0
2018-03-24,0.0
2018-03-25,0.0
2018-03-26,0.0
2018-03-27,0.0
2018-03-28,0.0
2018-03-29,0.0
2018-03-30,0.0
2018-03-31,0.0
2018-04-01,0.0
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,0.0
2018-04-05,0.0
2018-04-06,0.0
2018-04-07,0.0
2018-04-08,0.0
2018-04-09,0.0
2018-04-10,0.0
2018-04-11,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-14,0.0
2018-04-15,0.0
2018-04-16,0.0
2018-04-17,0.0
2018-04-18,0.0
2018-04-19,0.0
2018-04-20,0.0
2018-04-21,0.0
2018-04-22,0.0
2018-04-23,0.0
2018-04-24,0.0
2018-04-25,0.0
2018-04-26,0.0
2018-04-27,0.0
2018-04-28,0.0
2018-04-29,0.0
2018-04-30,0.0
2018-05-01,0.0
2018-05-02,0.0
2018-05-03,0.0
2018-05-04,0.0
2018-05-05,0.0
2018-05-06,0.0
2018-05-07,0.0
2018-05-08,0.0
2018-05-09,0.0
2018-05-10,0.0
2018-05-11,0.0
2018-05-12,0.0
2018-05-13,0.0
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,0.0
2018-05-17,0.0
2018-05-18,0.0
2018-05-19,0.0
2018-05-20,0.0
2018-05-21,0.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-24,0.0
2018-05-25,0.0
2018-05-26,0.0
2018-05-27,0.0
2018-05-28,0.0
2018-05-29,0.0
2018-05-30,0.0
2018-05-31,0.0
2018-06-01,0.0
2018-06-02,0.0
2018-06-03,0.0
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,0.0
2018-06-07,0.0
2018-06-08,0.0
2018-06-09,0.0
2018-06-10,0.0
2018-06-11,0.0
2018-06-12,0.0
2018-06-13,0.0
2018-06-14,0.0
2018-06-15,0.0
2018-06-16,0.0
2018-06-17,0.0
2018-06-18,0.0
2018-06-19,0.0
2018-06-20,0.0
2018-06-21,0.0
2018-06-22,0.0
2018-06-23,0.0
2018-06-24,0.0
2018-06-25,0.0
2018-06-26,0.0
2018-06-27,0.0
2018-06-28,0.0
2018-06-29,0.0
2018-06-30,0.0
2018-07-01,0.146831
2018-07-02,0.133931
2018-07-03,0.137423
2018-07-04,0.142492
2018-07-05,0.138043
2018-07-06,0.147397
2018-07-07,0.157354
2018-07-08,0.160994
2018-07-09,0.149842
2018-07-10,0.139346
2018-07-11,0.136909
2018-07-12,0.140167
2018-07-13,0.14193
2018-07-14,0.146678
2018-07-15,0.142624
2018-07-16,0.133856
2018-07-17,0.131778
2018-07-18,0.133672
2018-07-19,0.131548
2018-07-20,0.126544
2018-07-21,0.138219
2018-07-22,0.137624
2018-07-23,0.127424
2018-07-24,0.127453
2018-07-25,0.12541
2018-07-26,0.123252
2018-07-27,0.122258
2018-07-28,0.119875
2018-07-29,0.098702
2018-07-30,0.088224
2018-07-31,0.091705
2018-08-01,0.089975
2018-08-02,0.120398
2018-08-03,0.135064
2018-08-04,0.141199
2018-08-05,0.13263
2018-08-06,0.122356
2018-08-07,0.122886
2018-08-08,0.11098
2018-08-09,0.121429
2018-08-10,0.12492
2018-08-11,0.139185
2018-08-12,0.136616
2018-08-13,0.125421
2018-08-14,0.132829
2018-08-15,0.126072
2018-08-16,0.123714
2018-08-17,0.130059
2018-08-18,0.137584
2018-08-19,0.142193
2018-08-20,0.131269
2018-08-21,0.135766
2018-08-22,0.137633
2018-08-23,0.126302
2018-08-24,0.136738
2018-08-25,0.152558
2018-08-26,0.148309
2018-08-27,0.134005
2018-08-28,0.131381
2018-08-29,0.155279
2018-08-30,0.168468
2018-08-31,0.17215
2018-09-01,0.186588
2018-09-02,0.185312
2018-09-03,0.171666
2018-09-04,0.168393
2018-09-05,0.166645
2018-09-06,0.164829
2018-09-07,0.164693
2018-09-08,0.181879
2018-09-09,0.172609
2018-09-10,0.170386
2018-09-11,0.164203
2018-09-12,0.163366
2018-09-13,0.162774
2018-09-14,0.160932
2018-09-15,0.174877
2018-09-16,0.179134
2018-09-17,0.164335
2018-09-18,0.154613
2018-09-19,0.164172
2018-09-20,0.174231
2018-09-21,0.150398
2018-09-22,0.159058
2018-09-23,0.164583
2018-09-24,0.17947
2018-09-25,0.172822
2018-09-26,0.171486
2018-09-27,0.175007
2018-09-28,0.17281
2018-09-29,0.186175
2018-09-30,0.192958
2018-10-01,0.179357
2018-10-02,0.184381
2018-10-03,0.177231
2018-10-04,0.176712
2018-10-05,0.178667
2018-10-06,0.186279
2018-10-07,0.190898
2018-10-08,0.177266
2018-10-09,0.172854
2018-10-10,0.172294
2018-10-11,0.191596
2018-10-12,0.351527
2018-10-13,0.519594
2018-10-14,0.708834
2018-10-15,0.768878
2018-10-16,0.688962
2018-10-17,0.629153
2018-10-18,0.642829
2018-10-19,0.61772
2018-10-20,0.648821
2018-10-21,0.708654
2018-10-22,0.67494
2018-10-23,0.637712
2018-10-24,0.631368
2018-10-25,0.659151
2018-10-26,0.661324
2018-10-27,0.73407
2018-10-28,0.808919
2018-10-29,0.681936
2018-10-30,0.644204
2018-10-31,0.637431
2018-11-01,0.702386
2018-11-02,0.66418
2018-11-03,0.714218
2018-11-04,0.756775
2018-11-05,0.712386
2018-11-06,0.68447
2018-11-07,0.693761
2018-11-08,0.665941
2018-11-09,0.647718
2018-11-10,0.691955
2018-11-11,0.73198
2018-11-12,0.691035
2018-11-13,0.634811
2018-11-14,0.599309
2018-11-15,0.63317
2018-11-16,0.646313
2018-11-17,0.72207
2018-11-18,0.747889
2018-11-19,0.652919
2018-11-20,0.572152
2018-11-21,0.690464
2018-11-22,0.692381
2018-11-23,0.69934
2018-11-24,0.697173
2018-11-25,0.737017
2018-11-26,0.697871
2018-11-27,0.645072
2018-11-28,0.609805
2018-11-29,0.637015
2018-11-30,0.636724
2018-12-01,0.698417
2018-12-02,0.692074
2018-12-03,0.622701
2018-12-04,0.595377
2018-12-05,0.599687
2018-12-06,0.579272
2018-12-07,0.609956
2018-12-08,0.668768
2018-12-09,0.717534
2018-12-10,0.630691
2018-12-11,0.593923
2018-12-12,0.616618
2018-12-13,0.601875
2018-12-14,0.62004
2018-12-15,0.661155
2018-12-16,0.682339
2018-12-17,0.627593
2018-12-18,0.628878
2018-12-19,0.608133
2018-12-20,0.624932
2018-12-21,0.639093
2018-12-22,0.687899
2018-12-23,0.725108
2018-12-24,0.708588
2018-12-25,0.714338
2018-12-26,0.671081
2018-12-27,0.620493
2018-12-28,0.62115
2018-12-29,0.686928
2018-12-30,0.716305
2018-12-31,0.703193
2019-01-01,0.693265
2019-01-02,0.663679
2019-01-03,0.643521
2019-01-04,0.656928
2019-01-05,0.718273
2019-01-06,0.742291
2019-01-07,0.691498
2019-01-08,0.631485
2019-01-09,0.652664
2019-01-10,0.61626
2019-01-11,0.59193
2019-01-12,1.340246
2019-01-13,1.57603
2019-01-14,1.472024
2019-01-15,1.579619
2019-01-16,1.693799
2019-01-17,1.772196
2019-01-18,1.840461
2019-01-19,1.967914
2019-01-20,1.89512
2019-01-21,1.793901
2019-01-22,1.786795
2019-01-23,1.764536
2019-01-24,1.824929
2019-01-25,1.795254
2019-01-26,1.918802
2019-01-27,1.898646
2019-01-28,1.809335
2019-01-29,1.850781
2019-01-30,1.943623
2019-01-31,1.965079
2019-02-01,1.876428
2019-02-02,2.130486
2019-02-03,2.068411
2019-02-04,1.880922
2019-02-05,1.902384
2019-02-06,1.879685
2019-02-07,1.86406
2019-02-08,1.983821
2019-02-09,2.381306
2019-02-10,2.322795
2019-02-11,2.125899
2019-02-12,2.01182
2019-02-13,2.069529
2019-02-14,2.40807
2019-02-15,2.50078
2019-02-16,2.744135
2019-02-17,2.536576
2019-02-18,2.276157
2019-02-19,2.607182
2019-02-20,2.748435
2019-02-21,2.89712
2019-02-22,2.938646
2019-02-23,2.980056
2019-02-24,3.147453
2019-02-25,2.827388
2019-02-26,2.889256
2019-02-27,3.84689
2019-02-28,6.291208
2019-03-01,6.968455
2019-03-02,7.122135
2019-03-03,7.50807
2019-03-04,6.886156
2019-03-05,6.790626
2019-03-06,6.819238
2019-03-07,6.852872
2019-03-08,7.034402
2019-03-09,7.469263
2019-03-10,7.570037
2019-03-11,7.071485
2019-03-12,7.15673
2019-03-13,6.891622
2019-03-14,6.992055
2019-03-15,7.005809
2019-03-16,7.342226
2019-03-17,7.593331
2019-03-18,7.067586
2019-03-19,7.168023
2019-03-20,6.997068
